age,job_level,housing,saving_accounts,checking_account,credit_amount,duration_months,purpose,employment_years,existing_credits,dependents,monthly_income,default
44,2,own,moderate,little,49531.0,6,education,8,1,0,48673.0,0
51,0,own,rich,moderate,104257.0,18,car,37,4,1,28376.0,0
28,2,rent,rich,moderate,143790.0,18,car,15,4,1,88499.0,0
62,2,own,little,none,39979.0,36,repairs,25,2,0,52844.0,0
64,1,rent,moderate,moderate,66092.0,12,education,26,1,2,72880.0,0
29,0,own,none,moderate,110647.0,36,furniture,10,4,1,67393.0,1
38,0,own,little,moderate,129572.0,18,furniture,25,1,1,81333.0,0
28,3,own,moderate,rich,60272.0,24,car,13,4,1,64053.0,0
56,2,own,none,moderate,297849.0,12,car,0,3,1,62006.0,0
45,1,rent,little,little,131737.0,24,education,10,1,2,58771.0,0
22,1,rent,none,none,157313.0,36,education,29,3,0,70916.0,1
34,2,own,none,moderate,151872.0,6,furniture,23,1,1,34869.0,0
37,3,own,rich,moderate,38639.0,36,education,3,3,1,52481.0,0
58,0,rent,little,moderate,92147.0,48,car,21,2,1,35111.0,1
63,1,rent,little,rich,97759.0,6,appliances,7,3,1,61771.0,0
29,3,rent,little,little,84744.0,24,car,15,4,0,39626.0,0
23,0,own,none,little,111801.0,24,car,32,2,2,40967.0,0
34,1,own,none,none,27879.0,6,car,32,3,3,10674.0,1
68,3,free,moderate,little,106601.0,18,car,9,2,0,80875.0,0
36,2,rent,little,rich,82290.0,60,car,1,2,1,22674.0,1
43,1,own,little,little,27733.0,24,furniture,3,4,3,52704.0,0
65,0,rent,rich,moderate,127192.0,48,business,22,3,1,56045.0,0
61,0,rent,rich,little,48595.0,36,car,26,2,0,70381.0,0
61,1,own,none,moderate,78565.0,6,furniture,32,4,2,36132.0,0
69,3,own,rich,moderate,84741.0,6,appliances,32,1,3,20539.0,0
49,2,own,none,little,32607.0,36,car,19,1,3,62298.0,0
23,2,own,rich,moderate,34870.0,24,business,12,2,2,65927.0,0
53,3,rent,moderate,none,136930.0,12,car,10,2,2,51628.0,0
55,2,own,moderate,moderate,68714.0,24,car,18,2,3,45863.0,0
28,1,rent,none,none,77984.0,36,furniture,31,4,3,44367.0,1
50,2,free,moderate,none,103126.0,36,car,2,4,3,25111.0,1
41,3,own,little,none,34375.0,12,appliances,12,3,3,8000.0,1
40,3,own,little,none,77294.0,12,car,27,1,2,74822.0,0
32,0,rent,little,little,92377.0,60,education,21,2,0,45224.0,1
44,2,rent,moderate,none,284566.0,48,education,18,2,0,59789.0,1
28,2,rent,little,none,56830.0,18,car,30,4,2,38661.0,0
68,3,own,little,none,158471.0,36,business,19,4,0,38669.0,1
67,1,own,moderate,little,98610.0,12,furniture,23,3,0,36619.0,0
34,2,own,little,none,49943.0,12,business,31,1,1,41471.0,0
68,3,free,none,rich,67524.0,12,appliances,8,2,0,65296.0,0
31,2,own,moderate,rich,166003.0,6,furniture,18,4,3,47400.0,0
44,2,free,moderate,little,157345.0,48,furniture,22,1,0,75266.0,0
35,0,own,little,little,72246.0,24,car,24,3,2,24599.0,0
45,1,free,little,none,121326.0,12,car,32,1,0,41818.0,0
68,1,rent,moderate,moderate,52986.0,36,car,1,2,2,44049.0,0
64,3,own,none,moderate,88793.0,36,repairs,2,4,3,58132.0,0
64,1,rent,rich,none,76286.0,12,furniture,27,2,1,32400.0,0
21,2,own,little,little,172658.0,24,car,36,1,1,65752.0,0
24,2,own,moderate,moderate,130314.0,36,car,34,4,0,56450.0,0
62,1,own,little,moderate,65799.0,36,car,13,3,0,73803.0,0
52,2,own,none,little,69850.0,36,car,23,3,2,35870.0,0
65,2,own,none,little,97010.0,12,furniture,36,4,1,15061.0,1
26,3,rent,moderate,little,89611.0,18,car,2,3,3,62371.0,0
25,2,rent,moderate,little,83474.0,36,car,22,3,2,64681.0,0
69,2,own,none,moderate,79924.0,48,business,33,4,0,8000.0,1
62,1,rent,rich,none,225824.0,12,appliances,8,2,1,55187.0,0
34,3,rent,moderate,moderate,75271.0,6,furniture,17,1,0,50606.0,0
34,1,free,none,little,118183.0,48,appliances,1,2,1,35213.0,1
66,2,rent,moderate,little,422355.0,18,car,21,1,2,73012.0,0
50,1,own,moderate,none,59403.0,18,business,34,1,3,37383.0,0
49,3,own,none,none,110816.0,18,car,30,4,3,75647.0,0
25,2,rent,moderate,little,114311.0,18,appliances,25,3,3,61892.0,0
36,2,own,rich,little,98061.0,18,appliances,13,3,3,57906.0,0
55,1,own,little,moderate,101181.0,24,business,27,1,3,53763.0,0
20,2,own,little,rich,58256.0,6,appliances,10,1,0,58190.0,0
22,2,own,little,moderate,122431.0,60,education,31,4,0,34299.0,1
30,2,own,moderate,moderate,32783.0,48,car,20,1,3,23467.0,0
64,1,own,moderate,rich,290309.0,48,education,22,2,1,75606.0,0
63,3,own,none,none,275908.0,48,furniture,23,1,2,34786.0,0
48,3,rent,moderate,little,81021.0,36,car,11,2,1,41182.0,0
33,1,own,rich,none,185545.0,12,furniture,2,4,1,20860.0,0
67,3,own,little,moderate,82783.0,6,business,5,1,3,56129.0,0
49,2,own,none,rich,99299.0,6,car,11,3,1,25892.0,0
39,2,own,moderate,moderate,65607.0,18,education,19,4,0,52466.0,0
46,1,own,moderate,moderate,161436.0,24,business,5,1,2,39176.0,0
39,2,own,little,moderate,69649.0,60,car,19,1,2,49168.0,0
60,2,own,moderate,moderate,158117.0,18,furniture,13,2,2,75418.0,0
20,2,rent,moderate,little,96257.0,24,repairs,0,1,1,24604.0,0
27,2,own,moderate,moderate,97700.0,36,appliances,19,2,2,35705.0,0
59,2,own,none,moderate,40344.0,12,furniture,21,2,2,31145.0,0
38,2,own,none,little,102325.0,48,furniture,39,3,0,53900.0,0
33,0,rent,none,none,49637.0,24,car,30,3,3,52446.0,1
29,3,rent,moderate,little,102432.0,12,car,30,3,3,41107.0,0
19,2,rent,none,moderate,316115.0,48,car,27,4,0,66133.0,1
58,1,own,none,little,42885.0,24,appliances,11,3,0,45499.0,0
41,1,own,little,moderate,90387.0,24,repairs,15,2,3,34014.0,1
52,2,own,moderate,little,67420.0,24,appliances,32,1,1,68750.0,0
47,3,rent,little,moderate,52882.0,36,furniture,34,2,0,40707.0,0
47,1,own,little,little,61406.0,12,car,3,3,2,41974.0,0
64,2,free,little,little,238588.0,48,education,9,1,0,43464.0,1
52,0,rent,little,rich,279817.0,60,education,33,2,1,49036.0,1
36,2,rent,rich,moderate,52691.0,24,furniture,2,1,0,66366.0,0
67,3,own,moderate,little,125561.0,36,business,30,2,2,61061.0,0
25,2,rent,little,little,56875.0,48,business,30,1,0,56178.0,0
43,1,own,rich,none,65710.0,18,business,0,1,0,27564.0,0
66,2,own,none,little,28867.0,60,education,4,3,0,44578.0,0
57,1,own,none,none,354725.0,36,business,4,4,3,42466.0,1
24,2,rent,moderate,moderate,190802.0,18,car,1,3,3,55086.0,0
47,2,own,moderate,little,66769.0,36,business,14,1,1,41514.0,0
24,2,own,little,rich,117114.0,24,car,0,1,3,70880.0,0
20,1,own,little,none,77653.0,12,car,20,3,1,56609.0,0
18,3,rent,little,moderate,174132.0,36,car,36,2,3,55629.0,1
53,2,rent,moderate,moderate,80438.0,24,car,6,1,1,27406.0,0
42,1,rent,none,moderate,87828.0,36,repairs,10,2,1,32083.0,0
54,2,own,little,none,66355.0,12,furniture,25,3,1,35549.0,0
18,2,own,little,moderate,141823.0,24,appliances,1,4,0,45152.0,0
32,2,own,little,little,371609.0,36,car,29,4,0,66440.0,1
54,2,own,rich,little,83237.0,60,car,13,1,1,31304.0,0
30,2,free,little,little,82666.0,48,education,4,2,1,15822.0,1
57,1,own,moderate,little,97238.0,48,furniture,30,3,0,70803.0,0
25,3,own,little,little,115396.0,12,education,31,1,2,36703.0,0
22,2,own,moderate,moderate,82505.0,36,furniture,33,4,0,43859.0,0
26,1,rent,little,little,78014.0,12,appliances,9,4,1,63137.0,0
18,2,own,moderate,moderate,103727.0,12,furniture,30,2,0,66081.0,0
53,3,own,little,moderate,34522.0,12,education,26,1,3,28571.0,0
52,3,rent,rich,little,71080.0,48,furniture,17,2,1,49831.0,0
19,1,own,moderate,little,29715.0,12,business,4,2,0,70079.0,0
57,1,rent,rich,little,73453.0,12,business,16,1,3,45765.0,0
40,2,own,moderate,little,55885.0,12,furniture,10,3,0,64928.0,0
26,1,rent,little,none,143801.0,24,car,4,4,0,47980.0,1
51,3,own,little,moderate,63505.0,48,education,37,1,2,64828.0,0
63,1,own,moderate,little,79276.0,18,appliances,36,4,0,68965.0,0
31,1,rent,moderate,moderate,27209.0,24,car,20,3,0,76224.0,0
21,2,own,moderate,little,182305.0,12,business,23,4,2,53534.0,0
47,1,own,rich,moderate,51439.0,12,education,29,4,0,37947.0,0
48,2,own,none,moderate,73895.0,12,education,15,2,2,49951.0,0
55,2,rent,rich,moderate,157449.0,18,repairs,21,2,3,50986.0,0
28,1,own,little,little,157804.0,24,education,1,2,2,45202.0,0
52,1,free,moderate,little,50692.0,12,appliances,18,3,3,58250.0,0
25,2,free,little,rich,135424.0,36,education,36,2,2,55202.0,0
20,1,rent,moderate,none,49551.0,60,car,1,4,3,50103.0,1
31,2,own,little,none,113480.0,12,business,10,4,0,84617.0,0
30,2,own,little,little,61663.0,6,appliances,32,4,3,30364.0,0
62,2,rent,none,rich,53687.0,36,appliances,8,1,3,51608.0,0
49,3,own,moderate,rich,100826.0,12,car,24,4,1,45175.0,0
51,3,own,little,none,63952.0,18,furniture,5,2,3,11782.0,0
62,3,own,little,little,331422.0,18,education,10,3,0,33677.0,0
36,1,own,moderate,rich,68141.0,48,education,26,3,1,19551.0,0
55,1,own,none,little,48283.0,36,car,7,4,1,60043.0,0
33,1,own,moderate,moderate,57566.0,6,car,30,4,2,22371.0,0
19,3,rent,none,moderate,97692.0,6,business,26,1,3,20246.0,0
57,3,own,little,rich,105576.0,12,business,4,4,2,41308.0,0
34,3,own,moderate,none,118861.0,18,appliances,14,4,2,38748.0,0
51,1,own,rich,moderate,170571.0,24,appliances,1,4,3,37840.0,0
59,3,own,moderate,moderate,36223.0,36,furniture,14,1,2,25406.0,0
33,2,own,little,little,175308.0,18,appliances,30,3,0,61122.0,0
55,0,rent,moderate,moderate,57049.0,18,business,19,4,0,41865.0,0
19,2,free,moderate,moderate,125617.0,18,repairs,2,3,3,62505.0,0
19,0,own,rich,little,277247.0,6,car,38,1,3,27281.0,0
43,2,own,rich,none,61147.0,60,car,9,1,1,33493.0,0
30,1,own,rich,little,59647.0,12,business,25,4,3,29275.0,0
64,2,free,moderate,moderate,53393.0,12,appliances,9,1,3,44543.0,0
48,2,rent,little,none,80596.0,12,appliances,39,1,0,32822.0,0
51,3,rent,moderate,none,210919.0,24,business,12,3,0,64405.0,0
56,2,own,rich,rich,50585.0,48,furniture,20,2,3,8000.0,0
20,2,free,none,little,73405.0,12,business,33,3,1,75402.0,0
25,3,own,little,none,177272.0,18,appliances,31,4,0,39569.0,1
40,3,own,moderate,little,143540.0,6,business,8,1,0,31060.0,0
31,1,rent,little,none,73143.0,36,business,29,4,2,78160.0,1
44,2,free,little,rich,86981.0,24,car,0,3,3,43191.0,0
46,1,own,moderate,rich,171016.0,36,business,11,1,2,39648.0,0
56,0,own,moderate,little,255010.0,24,furniture,34,4,3,33889.0,1
56,2,own,little,moderate,273924.0,48,repairs,23,4,1,40243.0,0
18,3,own,rich,none,225908.0,18,education,39,3,2,53758.0,0
34,1,own,none,none,66037.0,24,education,9,4,0,54328.0,0
58,3,free,none,little,293953.0,36,repairs,23,1,3,23571.0,1
47,3,rent,little,none,63365.0,24,car,17,4,3,23944.0,1
30,3,rent,moderate,little,36656.0,12,car,7,1,2,63504.0,0
38,1,rent,moderate,moderate,105600.0,18,business,12,4,2,35499.0,1
36,3,own,little,moderate,239361.0,6,furniture,15,3,1,43955.0,0
36,1,rent,moderate,little,146998.0,18,furniture,13,1,0,47188.0,0
42,2,own,rich,little,94445.0,24,appliances,8,4,1,71417.0,0
39,0,own,little,rich,117573.0,12,education,8,2,0,68816.0,0
48,0,own,none,moderate,135846.0,24,car,4,1,0,51151.0,0
34,2,own,none,little,107855.0,48,furniture,10,1,3,32852.0,1
40,2,rent,rich,rich,82684.0,18,car,18,1,0,86662.0,0
49,1,free,rich,none,63294.0,12,education,37,2,2,57614.0,0
27,1,own,little,moderate,105598.0,48,car,9,3,3,69607.0,0
27,2,rent,rich,little,91718.0,36,appliances,15,4,1,40709.0,0
53,0,own,little,little,98930.0,12,education,28,2,0,24188.0,0
25,3,rent,none,rich,184905.0,18,car,4,4,3,54161.0,1
69,0,own,little,moderate,85086.0,36,furniture,17,2,2,45301.0,0
37,1,own,little,moderate,87127.0,24,education,34,2,1,74734.0,0
49,1,own,moderate,none,110630.0,24,furniture,35,4,3,43176.0,0
67,2,rent,little,moderate,477116.0,24,education,21,4,3,36972.0,1
31,1,own,moderate,little,51270.0,36,appliances,23,4,2,68101.0,0
67,1,free,moderate,none,190066.0,18,furniture,11,3,2,37469.0,0
45,3,own,none,moderate,82504.0,36,furniture,38,1,0,40040.0,0
63,2,free,moderate,moderate,95169.0,60,appliances,11,2,1,17200.0,1
69,0,rent,little,none,44923.0,18,furniture,34,1,3,65297.0,0
41,2,own,little,none,305064.0,36,car,18,4,2,41803.0,1
32,3,own,moderate,moderate,112817.0,12,car,36,4,2,23802.0,0
39,1,rent,moderate,little,146576.0,12,appliances,13,2,3,65856.0,0
47,0,rent,rich,none,40163.0,48,appliances,22,2,2,40207.0,1
21,2,rent,little,moderate,67147.0,6,car,39,2,2,77726.0,0
30,2,own,little,moderate,126435.0,12,education,21,2,0,67981.0,0
40,2,own,little,moderate,89627.0,24,car,10,2,3,23273.0,1
25,0,free,little,moderate,129057.0,18,business,1,4,0,58007.0,1
35,1,own,little,none,348610.0,24,car,9,2,1,63919.0,1
29,2,own,rich,moderate,133622.0,12,car,4,3,2,14824.0,0
48,1,own,little,none,75414.0,6,appliances,29,1,0,40344.0,0
31,2,rent,moderate,none,66782.0,18,furniture,20,1,3,35332.0,1
51,2,rent,moderate,none,62367.0,24,car,32,3,1,64568.0,0
35,1,own,little,rich,76375.0,24,appliances,24,2,1,28765.0,0
51,3,own,rich,none,78332.0,24,business,6,4,0,49767.0,0
28,3,own,moderate,moderate,106016.0,24,business,39,4,0,79827.0,0
58,2,own,moderate,little,135536.0,12,appliances,27,3,2,8478.0,0
29,0,own,none,none,128190.0,36,furniture,15,3,0,46719.0,1
66,1,free,little,moderate,106859.0,6,car,36,3,0,47326.0,0
32,2,own,none,little,111380.0,12,car,2,1,0,8000.0,1
48,1,own,moderate,little,451985.0,36,furniture,18,3,1,14851.0,1
66,3,rent,moderate,little,63994.0,12,car,11,4,3,60607.0,0
46,1,own,none,rich,96557.0,24,education,18,2,0,43984.0,0
43,2,own,none,rich,33821.0,18,car,10,4,1,48521.0,0
35,1,own,moderate,little,78453.0,24,furniture,2,3,1,42374.0,1
49,2,own,rich,none,57568.0,18,car,1,4,0,67407.0,0
39,1,free,moderate,little,63709.0,60,furniture,25,1,1,88258.0,0
55,2,own,moderate,rich,48462.0,18,business,21,4,2,65061.0,0
34,1,own,little,moderate,43859.0,24,furniture,16,1,3,8000.0,0
40,3,rent,little,rich,106233.0,48,furniture,33,2,2,44349.0,0
41,0,free,none,moderate,151176.0,24,repairs,14,3,3,70437.0,1
67,3,own,little,little,62136.0,24,business,11,2,1,37278.0,0
25,3,own,little,none,29241.0,24,education,15,3,0,70569.0,0
58,1,free,rich,little,105520.0,24,education,15,2,0,38934.0,0
23,2,own,little,none,130833.0,36,education,38,2,1,22460.0,1
22,0,rent,little,moderate,147892.0,6,car,5,2,0,57977.0,0
61,3,rent,moderate,moderate,53489.0,48,car,7,1,1,53240.0,0
46,2,rent,moderate,moderate,68628.0,24,education,24,1,2,34178.0,0
45,1,own,rich,little,50720.0,36,furniture,18,4,1,68414.0,0
28,1,own,moderate,moderate,63350.0,6,car,18,4,1,11614.0,1
18,0,rent,moderate,none,61460.0,48,car,11,4,2,63936.0,1
60,3,own,rich,little,72702.0,12,car,8,3,2,35162.0,0
36,0,own,moderate,rich,84892.0,36,appliances,28,1,1,76657.0,0
26,2,own,moderate,moderate,105747.0,18,car,26,2,2,59716.0,0
44,2,own,none,moderate,59438.0,36,car,4,4,3,38780.0,1
51,3,free,moderate,little,90777.0,24,education,25,1,2,27610.0,0
61,1,own,little,moderate,57291.0,12,education,29,1,0,15841.0,0
21,2,free,little,none,34436.0,24,education,13,3,2,43602.0,0
53,2,own,moderate,little,136539.0,12,furniture,32,2,2,46002.0,0
35,2,own,little,moderate,66325.0,24,furniture,34,1,1,63950.0,0
32,0,own,moderate,moderate,34897.0,36,business,10,1,2,32012.0,0
68,1,rent,none,moderate,138179.0,6,car,3,4,3,51559.0,0
30,1,rent,moderate,moderate,84924.0,24,furniture,32,3,1,38586.0,1
36,2,own,little,moderate,129532.0,24,repairs,5,3,3,71973.0,0
66,1,free,rich,little,126883.0,12,car,27,2,0,42691.0,0
23,2,own,little,none,51195.0,60,car,9,3,1,31838.0,1
65,1,rent,rich,none,172524.0,24,car,35,2,1,23406.0,0
29,3,free,moderate,little,32872.0,12,car,25,2,0,36851.0,0
68,3,rent,little,moderate,77785.0,12,car,29,4,0,40796.0,0
54,2,free,none,rich,74755.0,24,car,21,4,3,41434.0,0
34,1,own,little,none,61947.0,18,car,4,1,2,52665.0,0
40,1,own,none,none,206001.0,12,furniture,1,4,1,39014.0,1
43,0,own,little,none,118273.0,6,car,32,1,1,30028.0,1
46,1,own,little,little,42409.0,24,business,15,1,3,37433.0,0
50,2,rent,little,none,46255.0,24,business,6,1,1,41067.0,0
44,2,own,little,none,359524.0,12,furniture,20,1,0,34803.0,0
42,3,rent,rich,moderate,74153.0,24,repairs,34,2,1,16012.0,0
27,1,own,moderate,moderate,61229.0,60,business,21,1,2,17648.0,1
64,2,own,rich,moderate,197575.0,60,business,21,1,0,9792.0,0
40,2,rent,little,moderate,33987.0,48,car,5,1,3,48051.0,0
38,2,own,moderate,little,226887.0,36,appliances,32,2,3,53122.0,0
38,1,rent,moderate,little,61162.0,12,appliances,38,3,1,29868.0,0
60,2,own,moderate,little,134448.0,12,car,24,3,0,53735.0,0
30,2,rent,moderate,moderate,74062.0,18,business,17,1,0,38080.0,0
54,2,own,moderate,little,38383.0,24,business,34,3,0,42359.0,0
50,3,own,little,rich,109873.0,48,furniture,23,4,1,21521.0,1
41,1,rent,rich,little,174325.0,12,furniture,39,4,1,67442.0,0
61,0,rent,rich,none,24124.0,24,car,39,4,3,73709.0,0
28,2,own,moderate,none,49343.0,24,car,22,4,2,50822.0,1
34,2,own,little,none,207469.0,18,car,32,2,0,31324.0,1
21,1,own,little,rich,125314.0,24,education,28,1,1,46709.0,0
64,2,own,little,little,130405.0,12,education,9,2,1,31042.0,0
42,3,rent,little,moderate,172565.0,60,appliances,14,2,2,20906.0,1
47,3,rent,little,little,130707.0,24,education,9,1,1,57663.0,0
26,1,own,none,none,107848.0,24,car,25,2,1,27070.0,1
38,3,own,moderate,little,192853.0,12,car,39,1,1,29692.0,0
37,2,rent,moderate,moderate,78115.0,24,appliances,28,2,0,8000.0,1
36,2,own,little,rich,97739.0,12,furniture,33,3,2,64142.0,0
36,2,rent,none,none,162026.0,12,business,17,3,3,72137.0,0
29,3,own,little,rich,62385.0,12,car,1,4,2,58249.0,0
54,2,rent,rich,moderate,232103.0,6,furniture,24,3,2,59608.0,0
59,1,own,none,moderate,117572.0,24,furniture,20,4,3,20896.0,1
34,2,rent,rich,moderate,49546.0,18,car,30,4,3,40298.0,0
54,2,own,none,little,87891.0,48,business,21,4,1,58099.0,0
65,1,own,moderate,none,42982.0,6,education,8,2,1,27463.0,0
56,3,rent,little,moderate,103937.0,6,furniture,26,1,1,37662.0,0
45,2,own,little,little,78646.0,48,appliances,24,3,0,15585.0,1
58,2,own,little,none,58758.0,12,furniture,24,1,0,39555.0,0
52,0,own,little,moderate,33925.0,6,car,26,3,2,41721.0,0
64,2,own,moderate,none,61386.0,12,appliances,9,3,0,54043.0,0
65,1,free,little,none,88578.0,36,car,29,2,0,15103.0,0
35,0,rent,none,none,78968.0,36,appliances,3,3,3,14863.0,1
31,2,own,little,little,42104.0,18,appliances,20,1,1,67163.0,0
52,2,rent,moderate,little,99992.0,36,car,29,1,3,64313.0,0
61,2,own,none,none,54649.0,24,furniture,32,3,1,33395.0,0
58,0,free,little,none,171636.0,48,car,25,1,2,72480.0,1
24,2,own,rich,moderate,187489.0,6,furniture,1,4,3,47993.0,0
58,1,own,rich,moderate,84605.0,36,business,22,1,1,65475.0,0
30,3,own,little,little,254149.0,12,car,30,4,3,39772.0,1
35,2,own,moderate,none,90710.0,18,car,3,4,3,50617.0,0
54,2,own,little,little,45239.0,12,education,19,1,1,38863.0,0
30,1,own,rich,little,201015.0,36,education,24,4,0,75074.0,0
53,0,rent,moderate,moderate,260008.0,36,business,0,1,3,42066.0,1
48,3,own,moderate,little,179292.0,24,business,1,1,2,43449.0,0
19,1,free,rich,none,62423.0,36,business,5,3,0,15925.0,1
33,2,own,little,little,47041.0,24,appliances,6,1,3,42812.0,0
26,2,rent,rich,little,80003.0,36,car,3,1,2,76350.0,0
26,0,free,none,moderate,436195.0,12,education,17,3,2,69378.0,1
55,3,rent,none,moderate,48721.0,18,furniture,4,2,1,41712.0,0
28,2,rent,rich,little,161531.0,12,repairs,24,1,0,43347.0,0
39,1,rent,moderate,moderate,93384.0,18,furniture,0,2,0,22582.0,0
50,0,own,none,moderate,173944.0,36,repairs,33,2,1,51275.0,1
53,1,rent,little,none,46351.0,36,business,2,3,3,50859.0,1
62,3,own,moderate,little,84991.0,36,business,16,2,3,54510.0,0
40,2,own,little,none,57594.0,18,furniture,31,2,2,16383.0,0
62,1,own,none,moderate,59594.0,36,furniture,23,4,2,65879.0,0
62,0,rent,rich,little,153581.0,18,education,1,2,2,40868.0,0
51,2,own,rich,little,50442.0,48,car,0,3,2,67120.0,0
26,2,own,little,moderate,117468.0,18,appliances,33,1,1,48670.0,0
41,2,own,rich,little,102075.0,24,business,7,4,3,70727.0,0
25,1,free,rich,little,55699.0,36,appliances,8,3,2,56684.0,1
24,1,own,moderate,little,63409.0,48,furniture,27,3,0,29913.0,0
53,2,own,little,moderate,120615.0,18,car,18,4,2,59767.0,0
35,3,own,moderate,moderate,97238.0,18,business,19,4,2,63313.0,0
20,1,free,little,little,101010.0,18,furniture,6,3,3,48784.0,1
45,2,free,moderate,moderate,85857.0,18,appliances,34,1,2,39940.0,0
23,2,rent,little,rich,82587.0,36,business,18,2,1,61629.0,0
61,2,rent,little,little,97447.0,48,car,16,1,3,65762.0,0
61,1,own,little,none,234104.0,12,education,39,2,3,21387.0,1
38,3,free,little,moderate,135598.0,24,business,17,1,2,47428.0,0
45,2,own,little,none,91260.0,48,education,6,4,1,41459.0,1
57,2,own,none,little,51580.0,12,education,26,4,3,79126.0,0
18,1,own,moderate,none,76771.0,24,car,38,4,0,32135.0,1
53,1,own,little,moderate,56832.0,48,car,29,3,2,54994.0,0
38,0,rent,moderate,moderate,61209.0,48,business,22,3,3,57468.0,1
60,2,own,moderate,moderate,32136.0,24,car,19,2,2,46114.0,0
52,1,free,none,little,98049.0,6,business,22,4,0,69863.0,0
30,2,own,little,none,341341.0,12,education,25,3,2,43296.0,1
66,1,own,little,moderate,111046.0,24,appliances,13,3,2,22987.0,1
27,2,own,none,little,152733.0,12,repairs,30,4,1,71433.0,0
61,2,rent,little,little,175585.0,12,business,26,1,1,36961.0,0
64,1,rent,little,little,83115.0,36,furniture,8,4,0,46703.0,1
27,1,own,little,moderate,86522.0,36,furniture,22,2,1,42191.0,0
63,1,own,little,moderate,42702.0,36,car,9,4,3,27996.0,1
30,2,own,none,moderate,111096.0,12,car,22,1,1,28499.0,0
54,2,rent,little,little,102082.0,12,education,9,1,3,17267.0,0
55,1,free,none,moderate,59059.0,36,appliances,1,4,0,54341.0,1
41,2,own,none,moderate,196639.0,36,car,36,3,0,57956.0,0
19,1,rent,moderate,little,61946.0,36,furniture,39,1,2,49473.0,0
39,1,own,little,little,544936.0,60,education,37,2,3,55973.0,1
34,0,own,little,little,125752.0,48,appliances,37,3,2,42641.0,1
53,3,free,moderate,none,97429.0,24,car,0,2,2,48632.0,0
31,1,own,moderate,rich,315958.0,18,car,17,2,2,44494.0,0
27,1,own,moderate,none,25089.0,24,appliances,34,2,3,43706.0,0
52,1,own,moderate,little,83139.0,24,car,6,2,1,25495.0,0
42,1,own,none,none,76105.0,18,business,21,1,3,68704.0,0
20,2,rent,moderate,moderate,88550.0,36,education,24,3,1,39791.0,0
64,0,rent,moderate,moderate,113060.0,6,furniture,22,4,3,36661.0,0
55,1,free,none,little,86999.0,36,furniture,8,1,0,34882.0,0
34,2,own,little,rich,228799.0,6,appliances,26,3,0,38070.0,0
29,1,own,little,none,128184.0,24,car,10,4,1,38255.0,0
69,2,own,little,little,131978.0,48,car,26,4,2,48530.0,1
41,2,own,little,little,130276.0,6,education,39,1,2,14699.0,0
46,1,free,moderate,moderate,45568.0,24,furniture,27,3,2,29513.0,1
60,2,rent,little,none,111433.0,12,education,17,2,2,71771.0,0
42,1,own,moderate,rich,113764.0,48,appliances,35,2,3,70529.0,0
53,2,rent,none,little,50283.0,36,appliances,33,4,0,40305.0,1
43,2,rent,little,moderate,167980.0,48,car,12,1,3,89913.0,0
55,1,own,moderate,moderate,29073.0,48,furniture,29,1,3,57616.0,0
18,2,rent,little,none,447676.0,36,car,27,2,3,71496.0,1
37,3,own,little,rich,96518.0,12,appliances,21,1,1,46644.0,0
45,3,own,moderate,moderate,59085.0,18,furniture,23,1,0,40493.0,0
33,2,own,none,little,143005.0,24,furniture,29,3,1,62147.0,0
64,2,own,little,none,143730.0,24,appliances,37,3,2,65119.0,0
34,1,own,little,moderate,336943.0,36,education,19,4,0,40105.0,1
57,1,own,little,none,287594.0,12,car,5,3,1,52931.0,0
45,2,own,little,moderate,44449.0,12,furniture,32,1,1,8000.0,0
29,1,rent,little,none,83950.0,24,education,37,2,3,33299.0,1
44,3,free,moderate,none,57194.0,12,business,14,2,1,70697.0,0
59,1,rent,little,little,154090.0,36,education,14,2,1,35372.0,1
64,1,own,moderate,none,230730.0,24,car,31,4,2,44044.0,1
47,1,own,moderate,little,44804.0,36,furniture,13,2,2,42779.0,0
58,3,own,moderate,rich,95042.0,6,business,7,3,1,25294.0,0
51,2,own,little,none,67567.0,60,appliances,35,3,1,43406.0,1
54,2,own,none,little,163843.0,6,car,21,1,1,41246.0,0
23,1,rent,little,moderate,126209.0,18,car,37,4,3,28513.0,1
24,3,rent,rich,moderate,199883.0,36,education,19,2,3,42403.0,0
49,0,rent,little,rich,76677.0,6,education,23,1,3,23818.0,0
49,3,own,moderate,none,92043.0,6,car,20,2,2,44120.0,0
42,2,own,little,moderate,125050.0,6,education,27,2,0,43671.0,0
50,1,rent,little,none,83899.0,24,repairs,22,1,3,80509.0,0
24,2,own,little,little,118113.0,48,education,23,3,3,30597.0,1
69,2,own,little,little,211523.0,24,furniture,38,1,1,59607.0,0
29,0,own,none,moderate,355101.0,24,appliances,22,4,3,18982.0,1
33,3,own,moderate,moderate,73644.0,18,car,3,1,0,89329.0,0
33,2,own,little,little,358083.0,6,furniture,3,2,2,52135.0,0
60,1,rent,moderate,moderate,73030.0,6,education,29,3,3,49308.0,0
53,1,rent,none,moderate,166268.0,48,education,27,1,2,56023.0,0
30,2,own,rich,rich,73377.0,12,appliances,30,3,3,46163.0,0
24,2,own,little,little,53223.0,60,car,32,3,2,37552.0,1
53,2,rent,none,moderate,205589.0,12,car,18,3,2,28132.0,0
64,2,own,little,moderate,95847.0,36,appliances,9,3,3,48647.0,0
